Image,Labels
../train/cotton_weed\Morningglory\Morningglory_948.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_949.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_95.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_950.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_951.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_952.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_953.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_954.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_955.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_956.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_957.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_958.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_959.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_96.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_960.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_961.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_962.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_963.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_964.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_965.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_966.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_967.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_968.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_969.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_97.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_970.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_971.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_972.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_973.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_974.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_975.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_976.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_977.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_978.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_979.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_98.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_980.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_981.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_982.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_983.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_984.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_985.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_986.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_987.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_988.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_989.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_99.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_990.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_991.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_992.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_993.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_994.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_995.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_996.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_997.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_998.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_999.jpg,Morningglory
